Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,SPY,TSLA,AAPL,SPY,TSLA,AAPL,SPY,TSLA,AAPL,SPY,TSLA,AAPL,SPY,TSLA,AAPL,SPY,TSLA
Date,,,,,,,,,,,,,,,,,,
2014-01-02,17.296653747558594,152.19622802734375,10.006667137145996,19.754642486572266,182.9199981689453,10.006667137145996,19.89392852783203,184.07000732421875,10.165332794189453,19.71500015258789,182.47999572753906,9.770000457763672,19.845714569091797,183.97999572753906,9.986666679382324,234684800,119636900,92826000
2014-01-03,16.91672134399414,152.17129516601562,9.970666885375977,19.320714950561523,182.88999938964844,9.970666885375977,19.774999618530273,183.60000610351562,10.145999908447266,19.301071166992188,182.6300048828125,9.90666675567627,19.7450008392334,183.22999572753906,10.0,392467600,81390600,70425000
2014-01-06,17.00897216796875,151.73028564453125,9.800000190734863,19.426071166992188,182.36000061035156,9.800000190734863,19.5285701751709,183.55999755859375,10.026666641235352,19.05714225769043,182.0800018310547,9.682666778564453,19.194643020629883,183.49000549316406,10.0,412610800,108028200,80416500
2014-01-07,16.887327194213867,152.66221618652344,9.957332611083984,19.28714370727539,183.47999572753906,9.957332611083984,19.498571395874023,183.7899932861328,10.026666641235352,19.211429595947266,182.9499969482422,9.683333396911621,19.440000534057617,183.08999633789062,9.841333389282227,317209200,86144200,75511500
2014-01-08,16.99427604675293,152.6954803466797,10.085332870483398,19.409286499023438,183.52000427246094,10.085332870483398,19.484285354614258,183.8300018310547,10.24666690826416,19.238929748535156,182.88999938964844,9.917332649230957,19.243213653564453,183.4499969482422,9.923333168029785,258529600,96582300,92448000
2014-01-09,16.777257919311523,152.79534912109375,9.835332870483398,19.161428451538086,183.63999938964844,9.835332870483398,19.53071403503418,184.1300048828125,10.228667259216309,19.11964225769043,182.8000030517578,9.789999961853027,19.5285701751709,184.11000061035156,10.166666984558105,279148800,90683400,80730000
2014-01-10,16.665300369262695,153.21141052246094,9.714667320251465,19.033571243286133,184.13999938964844,9.714667320251465,19.314285278320312,184.22000122070312,9.926667213439941,18.96821403503418,183.00999450683594,9.483332633972168,19.27964210510254,183.9499969482422,9.897333145141602,304976000,102026400,111691500
2014-01-13,16.752548217773438,151.17283630371094,9.28933334350586,19.133214950561523,181.69000244140625,9.28933334350586,19.375,184.17999267578125,9.800000190734863,18.924285888671875,181.33999633789062,9.187999725341797,18.925357818603516,183.6699981689453,9.718667030334473,378492800,149892000,94741500
2014-01-14,17.085895538330078,152.82032775878906,10.751333236694336,19.51392936706543,183.6699981689453,10.751333236694336,19.526071548461914,183.77000427246094,10.800000190734863,19.2021427154541,181.9499969482422,9.111332893371582,19.222143173217773,182.2899932861328,9.366666793823242,332561600,105016100,414105000
2014-01-15,17.428926467895508,153.64405822753906,10.942000389099121,19.90571403503418,184.66000366210938,10.942000389099121,20.007143020629883,184.94000244140625,11.482000350952148,19.7021427154541,183.7100067138672,10.80666732788086,19.768571853637695,184.10000610351562,11.229999542236328,391638800,98525800,306984000
2014-01-16,17.331680297851562,153.44432067871094,11.39799976348877,19.79464340209961,184.4199981689453,11.39799976348877,19.887500762939453,184.66000366210938,11.513333320617676,19.702856063842773,183.8300018310547,10.826666831970215,19.81785774230957,184.27999877929688,10.833333015441895,229278000,72290600,179391000
2014-01-17,16.907024383544922,152.79534912109375,11.333999633789062,19.309642791748047,183.63999938964844,11.333999633789062,19.716785430908203,184.4499969482422,11.546667098999023,19.282142639160156,183.32000732421875,11.196666717529297,19.695714950561523,184.10000610351562,11.345999717712402,426739600,107848700,138093000
2014-01-21,17.16970443725586,153.24465942382812,11.778667449951172,19.609643936157227,184.17999267578125,11.778667449951172,19.645357131958008,184.77000427246094,11.81933307647705,19.30071449279785,183.0500030517578,11.387332916259766,19.32107162475586,184.6999969482422,11.416000366210938,328526800,88621200,146020500
2014-01-22,17.246000289916992,153.3445281982422,11.904000282287598,19.696786880493164,184.3000030517578,11.904000282287598,19.903213500976562,184.57000732421875,12.021332740783691,19.56464385986328,183.91000366210938,11.650667190551758,19.675357818603516,184.49000549316406,11.854000091552734,379985200,61270900,105339000
2014-01-23,17.392032623291016,152.0880889892578,12.100000381469727,19.863571166992188,182.7899932861328,12.100000381469727,19.875,183.39999389648438,12.158666610717773,19.457500457763672,181.82000732421875,11.561332702636719,19.640714645385742,183.3699951171875,11.815333366394043,403239200,132496900,118011000
2014-01-24,17.075881958007812,148.84315490722656,11.640000343322754,19.502500534057617,178.88999938964844,11.640000343322754,19.843570709228516,181.66000366210938,12.031999588012695,19.45535659790039,178.8300018310547,11.5686674118042,19.78571319580078,181.60000610351562,11.856666564941406,429354800,208677100,114964500
2014-01-27,17.21441078186035,148.11093139648438,11.307999610900879,19.66071319580078,178.00999450683594,11.307999610900879,19.814285278320312,179.52000427246094,11.861332893371582,19.491071701049805,177.1199951171875,10.980667114257812,19.645357131958008,179.05999755859375,11.677332878112793,554878800,180843100,130746000
2014-01-28,15.838518142700195,148.992919921875,11.892000198364258,18.08928680419922,179.07000732421875,11.892000198364258,18.39285659790039,179.3000030517578,11.932000160217285,17.93107032775879,178.1199951171875,11.399999618530273,18.170000076293945,178.13999938964844,11.433333396911621,1065523200,110463200,91401000
2014-01-29,15.658708572387695,147.56178283691406,11.682000160217285,17.883928298950195,177.35000610351562,11.682000160217285,18.120357513427734,178.5500030517578,11.939332962036133,17.807857513427734,176.8800048828125,11.541999816894531,17.998214721679688,177.5800018310547,11.686667442321777,502810000,216597300,89032500
2014-01-30,15.628376960754395,149.1260223388672,12.189332962036133,17.849285125732422,179.22999572753906,12.189332962036133,18.08928680419922,179.80999755859375,12.3186674118042,17.739286422729492,178.25999450683594,11.800666809082031,17.947856903076172,178.8300018310547,11.866666793823242,678501600,118938100,128475000
2014-01-31,15.654010772705078,148.2523956298828,12.093999862670898,17.878570556640625,178.17999267578125,12.093999862670898,17.911785125732422,179.2899932861328,12.399999618530273,17.626785278320312,176.9199981689453,11.900667190551758,17.684999465942383,177.00999450683594,11.923333168029785,464797200,194677900,97632000
2014-02-03,15.683098793029785,144.9159393310547,11.807332992553711,17.911785125732422,174.1699981689453,11.807332992553711,18.133214950561523,178.3699951171875,12.325332641601562,17.832143783569336,173.8300018310547,11.677332878112793,17.95035743713379,177.97000122070312,12.192667007446289,401464000,254837100,101473500
2014-02-04,15.910117149353027,145.93101501464844,11.915332794189453,18.171070098876953,175.38999938964844,11.915332794189453,18.19499969482422,175.83999633789062,12.106666564941406,17.955713272094727,174.11000061035156,11.74666690826416,18.066070556640625,174.9499969482422,12.046667098999023,376681200,165012400,70294500
2014-02-05,16.02895164489746,145.74798583984375,11.628000259399414,18.306785583496094,175.1699981689453,11.628000259399414,18.402856826782227,175.55999755859375,12.03933334350586,18.08035659790039,173.7100067138672,11.290666580200195,18.091428756713867,174.77999877929688,11.886667251586914,328344800,164230500,109020000
2014-02-06,16.12238311767578,147.66993713378906,11.892000198364258,18.30392837524414,177.47999572753906,11.892000198364258,18.33928680419922,177.47999572753906,12.007332801818848,18.136070251464844,175.22000122070312,11.733332633972168,18.216428756713867,175.5800018310547,11.75333309173584,257765200,132877600,87624000
2014-02-07,16.347929000854492,149.50051879882812,12.435333251953125,18.559999465942383,179.67999267578125,12.435333251953125,18.676071166992188,179.8699951171875,12.442000389099121,18.47785758972168,177.72999572753906,11.973333358764648,18.62071418762207,178.30999755859375,12.067333221435547,370280400,170787200,133927500
2014-02-10,16.64079475402832,149.77499389648438,13.104000091552734,18.892499923706055,180.00999450683594,13.104000091552734,18.999643325805664,180.07000732421875,13.286666870117188,18.5,179.2100067138672,12.621333122253418,18.523571014404297,179.6999969482422,12.62266731262207,345559200,92218800,194560500
2014-02-11,16.860063552856445,151.4141387939453,13.107999801635742,19.141429901123047,181.97999572753906,13.107999801635742,19.20535659790039,182.44000244140625,13.479999542236328,18.91071319580078,180.0399932861328,12.846667289733887,18.95035743713379,180.16000366210938,13.264666557312012,282256800,117814100,160648500
2014-02-12,16.858802795410156,151.489013671875,13.021332740783691,19.139999389648438,182.07000732421875,13.021332740783691,19.270000457763672,182.8300018310547,13.218000411987305,19.044286727905273,181.7100067138672,12.954667091369629,19.176786422729492,182.25,13.052000045776367,308100800,94717700,77605500
2014-02-13,17.126510620117188,152.2711181640625,13.308667182922363,19.44392967224121,183.00999450683594,13.308667182922363,19.45892906188965,183.1999969482422,13.514666557312012,19.078571319580078,180.8300018310547,12.883333206176758,19.094999313354492,180.83999633789062,12.88933277130127,307398000,100542200,120439500
2014-02-14,17.11266326904297,153.1115264892578,13.215332984924316,19.428213119506836,184.02000427246094,13.215332984924316,19.499286651611328,184.36000061035156,13.458666801452637,19.328929901123047,182.6699981689453,13.133333206176758,19.37392807006836,182.83999633789062,13.206666946411133,272924400,96498400,92370000
2014-02-18,17.175582885742188,153.29454040527344,13.579999923706055,19.499643325805664,184.24000549316406,13.579999923706055,19.68535614013672,184.49000549316406,13.733332633972168,19.48607063293457,183.64999389648438,13.423999786376953,19.5,184.17999267578125,13.682666778564453,260251600,80460900,139992000
2014-02-19,16.904417037963867,152.2794647216797,12.909333229064941,19.19178581237793,183.02000427246094,12.909333229064941,19.53178596496582,184.9499969482422,13.579999923706055,19.08392906188965,182.8699951171875,12.894000053405762,19.45535659790039,183.75999450683594,13.579999923706055,313768000,126524300,242535000
